Product,Version,Supplier,License URL,Homepage URL,Download URL,License Proof URL,Link Type,License Name
jackson-databind,2.13.1,FasterXML,https://www.apache.org/licenses/LICENSE-2.0,http://github.com/FasterXML/jackson,https://mvnrepository.com/artifact/com.fasterxml.jackson.core/jackson-databind/2.13.1,https://mvnrepository.com/artifact/com.fasterxml.jackson.core/jackson-databind/2.13.1,Dynamic,Apache License; Version 2.0
jackson-dataformat-yaml,2.12.1,FasterXML,https://www.apache.org/licenses/LICENSE-2.0,https://github.com/FasterXML/jackson-dataformats-text,https://mvnrepository.com/artifact/com.fasterxml.jackson.dataformat/jackson-dataformat-yaml/2.12.1,https://mvnrepository.com/artifact/com.fasterxml.jackson.dataformat/jackson-dataformat-yaml/2.12.1,Dynamic,Apache License; Version 2.0
jackson-dataformat-yaml,2.13.1,FasterXML,https://www.apache.org/licenses/LICENSE-2.0,https://github.com/FasterXML/jackson-dataformats-text,https://mvnrepository.com/artifact/com.fasterxml.jackson.dataformat/jackson-dataformat-yaml/2.13.1,https://mvnrepository.com/artifact/com.fasterxml.jackson.dataformat/jackson-dataformat-yaml/2.13.1,Dynamic,Apache License; Version 2.0
jackson-datatype-jdk8,2.13.1,FasterXML,https://www.apache.org/licenses/LICENSE-2.0,https://github.com/FasterXML/jackson-modules-java8/jackson-datatype-jdk8,https://mvnrepository.com/artifact/com.fasterxml.jackson.datatype/jackson-datatype-jdk8/2.13.1,https://mvnrepository.com/artifact/com.fasterxml.jackson.datatype/jackson-datatype-jdk8/2.13.1,Dynamic,Apache License; Version 2.0
jackson-datatype-jsr310,2.12.1,FasterXML,https://www.apache.org/licenses/LICENSE-2.0,https://github.com/FasterXML/jackson-modules-java8/jackson-datatype-jsr310,https://mvnrepository.com/artifact/com.fasterxml.jackson.datatype/jackson-datatype-jsr310/2.12.1,https://mvnrepository.com/artifact/com.fasterxml.jackson.datatype/jackson-datatype-jsr310/2.12.1,Dynamic,Apache License; Version 2.0
jackson-datatype-jsr310,2.13.1,FasterXML,https://www.apache.org/licenses/LICENSE-2.0,https://github.com/FasterXML/jackson-modules-java8/jackson-datatype-jsr310,https://mvnrepository.com/artifact/com.fasterxml.jackson.datatype/jackson-datatype-jsr310/2.13.1,https://mvnrepository.com/artifact/com.fasterxml.jackson.datatype/jackson-datatype-jsr310/2.13.1,Dynamic,Apache License; Version 2.0
jackson-module-jaxb-annotations,2.13.1,FasterXML,https://www.apache.org/licenses/LICENSE-2.0,https://github.com/FasterXML/jackson-modules-base,https://mvnrepository.com/artifact/com.fasterxml.jackson.module/jackson-module-jaxb-annotations/2.13.1,https://mvnrepository.com/artifact/com.fasterxml.jackson.module/jackson-module-jaxb-annotations/2.13.1,Dynamic,Apache License; Version 2.0
jackson-module-kotlin,2.13.1,FasterXML,https://www.apache.org/licenses/LICENSE-2.0,https://github.com/FasterXML/jackson-module-kotlin,https://mvnrepository.com/artifact/com.fasterxml.jackson.module/jackson-module-kotlin/2.13.1,https://mvnrepository.com/artifact/com.fasterxml.jackson.module/jackson-module-kotlin/2.13.1,Dynamic,Apache License; Version 2.0
jackson-module-parameter-names,2.13.1,FasterXML,https://www.apache.org/licenses/LICENSE-2.0,https://github.com/FasterXML/jackson-modules-java8/jackson-module-parameter-names,https://mvnrepository.com/artifact/com.fasterxml.jackson.module/jackson-module-parameter-names/2.13.1,https://mvnrepository.com/artifact/com.fasterxml.jackson.module/jackson-module-parameter-names/2.13.1,Dynamic,Apache License; Version 2.0
generex,1.0.2,,https://www.apache.org/licenses/LICENSE-2.0,https://github.com/mifmif/Generex/tree/master,https://mvnrepository.com/artifact/com.github.mifmif/generex/1.0.2,https://mvnrepository.com/artifact/com.github.mifmif/generex/1.0.2,Dynamic,Apache License; Version 2.0
jsr305,1.3.9,,https://www.apache.org/licenses/LICENSE-2.0,http://findbugs.sourceforge.net/,https://mvnrepository.com/artifact/com.google.code.findbugs/jsr305/1.3.9,https://mvnrepository.com/artifact/com.google.code.findbugs/jsr305/1.3.9,Dynamic,Apache License; Version 2.0
logging-interceptor,3.12.12,,https://www.apache.org/licenses/LICENSE-2.0,,https://mvnrepository.com/artifact/com.squareup.okhttp3/logging-interceptor/3.12.12,https://mvnrepository.com/artifact/com.squareup.okhttp3/logging-interceptor/3.12.12,Dynamic,Apache License; Version 2.0
logging-interceptor,3.14.9,,https://www.apache.org/licenses/LICENSE-2.0,,https://mvnrepository.com/artifact/com.squareup.okhttp3/logging-interceptor/3.14.9,https://mvnrepository.com/artifact/com.squareup.okhttp3/logging-interceptor/3.14.9,Dynamic,Apache License; Version 2.0
okhttp,3.12.12,,https://www.apache.org/licenses/LICENSE-2.0,,https://mvnrepository.com/artifact/com.squareup.okhttp3/okhttp/3.12.12,https://mvnrepository.com/artifact/com.squareup.okhttp3/okhttp/3.12.12,Dynamic,Apache License; Version 2.0
okhttp,3.14.9,,https://www.apache.org/licenses/LICENSE-2.0,,https://mvnrepository.com/artifact/com.squareup.okhttp3/okhttp/3.14.9,https://mvnrepository.com/artifact/com.squareup.okhttp3/okhttp/3.14.9,Dynamic,Apache License; Version 2.0
okio,1.15.0,,https://www.apache.org/licenses/LICENSE-2.0,,https://mvnrepository.com/artifact/com.squareup.okio/okio/1.15.0,https://mvnrepository.com/artifact/com.squareup.okio/okio/1.15.0,Dynamic,Apache License; Version 2.0
okio,1.17.2,,https://www.apache.org/licenses/LICENSE-2.0,,https://mvnrepository.com/artifact/com.squareup.okio/okio/1.17.2,https://mvnrepository.com/artifact/com.squareup.okio/okio/1.17.2,Dynamic,Apache License; Version 2.0
jakarta.activation,1.2.2,Eclipse Foundation,https://openjdk.java.net/legal/gplv2+ce.html,https://www.eclipse.org,https://mvnrepository.com/artifact/com.sun.activation/jakarta.activation/1.2.2,https://mvnrepository.com/artifact/com.sun.activation/jakarta.activation/1.2.2,Dynamic,GNU GENERAL PUBLIC LICENSE; Version 2 + Classpath Exception
istack-commons-runtime,3.0.12,Eclipse Foundation,null,https://www.eclipse.org,https://mvnrepository.com/artifact/com.sun.istack/istack-commons-runtime/3.0.12,https://mvnrepository.com/artifact/com.sun.istack/istack-commons-runtime/3.0.12,Dynamic,PUBLIC DOMAIN
chill-java,0.7.6,com.twitter,https://www.apache.org/licenses/LICENSE-2.0,https://github.com/twitter/chill,https://mvnrepository.com/artifact/com.twitter/chill-java/0.7.6,https://mvnrepository.com/artifact/com.twitter/chill-java/0.7.6,Dynamic,Apache License; Version 2.0
chill_2.12,0.7.6,com.twitter,https://www.apache.org/licenses/LICENSE-2.0,https://github.com/twitter/chill,https://mvnrepository.com/artifact/com.twitter/chill_2.12/0.7.6,https://mvnrepository.com/artifact/com.twitter/chill_2.12/0.7.6,Dynamic,Apache License; Version 2.0
commons-cli,1.3.1,The Apache Software Foundation,https://www.apache.org/licenses/LICENSE-2.0,http://commons.apache.org/proper/commons-cli/,https://mvnrepository.com/artifact/commons-cli/commons-cli/1.3.1,https://mvnrepository.com/artifact/commons-cli/commons-cli/1.3.1,Dynamic,Apache License; Version 2.0
commons-collections,3.2.2,The Apache Software Foundation,https://www.apache.org/licenses/LICENSE-2.0,http://commons.apache.org/collections/,https://mvnrepository.com/artifact/commons-collections/commons-collections/3.2.2,https://mvnrepository.com/artifact/commons-collections/commons-collections/3.2.2,Dynamic,Apache License; Version 2.0
commons-io,2.8.0,The Apache Software Foundation,https://www.apache.org/licenses/LICENSE-2.0,https://commons.apache.org/proper/commons-io/,https://mvnrepository.com/artifact/commons-io/commons-io/2.8.0,https://mvnrepository.com/artifact/commons-io/commons-io/2.8.0,Dynamic,Apache License; Version 2.0
automaton,1.11-8,,https://opensource.org/licenses/BSD-2-Clause,http://www.brics.dk/automaton/,https://mvnrepository.com/artifact/dk.brics.automaton/automaton/1.11-8,https://mvnrepository.com/artifact/dk.brics.automaton/automaton/1.11-8,Dynamic,The 2-Clause BSD License
kubernetes-client,5.12.1,Red Hat,https://www.apache.org/licenses/LICENSE-2.0,,https://mvnrepository.com/artifact/io.fabric8/kubernetes-client/5.12.1,https://mvnrepository.com/artifact/io.fabric8/kubernetes-client/5.12.1,Dynamic,Apache License; Version 2.0
kubernetes-client,5.5.0,Red Hat,https://www.apache.org/licenses/LICENSE-2.0,,https://mvnrepository.com/artifact/io.fabric8/kubernetes-client/5.5.0,https://mvnrepository.com/artifact/io.fabric8/kubernetes-client/5.5.0,Dynamic,Apache License; Version 2.0
kubernetes-model-admissionregistration,5.12.1,Red Hat,https://www.apache.org/licenses/LICENSE-2.0,http://redhat.com,https://mvnrepository.com/artifact/io.fabric8/kubernetes-model-admissionregistration/5.12.1,https://mvnrepository.com/artifact/io.fabric8/kubernetes-model-admissionregistration/5.12.1,Dynamic,Apache License; Version 2.0
kubernetes-model-admissionregistration,5.5.0,Red Hat,https://www.apache.org/licenses/LICENSE-2.0,http://redhat.com,https://mvnrepository.com/artifact/io.fabric8/kubernetes-model-admissionregistration/5.5.0,https://mvnrepository.com/artifact/io.fabric8/kubernetes-model-admissionregistration/5.5.0,Dynamic,Apache License; Version 2.0
kubernetes-model-apiextensions,5.12.1,Red Hat,https://www.apache.org/licenses/LICENSE-2.0,http://redhat.com,https://mvnrepository.com/artifact/io.fabric8/kubernetes-model-apiextensions/5.12.1,https://mvnrepository.com/artifact/io.fabric8/kubernetes-model-apiextensions/5.12.1,Dynamic,Apache License; Version 2.0
kubernetes-model-apiextensions,5.5.0,Red Hat,https://www.apache.org/licenses/LICENSE-2.0,http://redhat.com,https://mvnrepository.com/artifact/io.fabric8/kubernetes-model-apiextensions/5.5.0,https://mvnrepository.com/artifact/io.fabric8/kubernetes-model-apiextensions/5.5.0,Dynamic,Apache License; Version 2.0
kubernetes-model-apps,5.12.1,Red Hat,https://www.apache.org/licenses/LICENSE-2.0,http://redhat.com,https://mvnrepository.com/artifact/io.fabric8/kubernetes-model-apps/5.12.1,https://mvnrepository.com/artifact/io.fabric8/kubernetes-model-apps/5.12.1,Dynamic,Apache License; Version 2.0
kubernetes-model-apps,5.5.0,Red Hat,https://www.apache.org/licenses/LICENSE-2.0,http://redhat.com,https://mvnrepository.com/artifact/io.fabric8/kubernetes-model-apps/5.5.0,https://mvnrepository.com/artifact/io.fabric8/kubernetes-model-apps/5.5.0,Dynamic,Apache License; Version 2.0
kubernetes-model-autoscaling,5.12.1,Red Hat,https://www.apache.org/licenses/LICENSE-2.0,http://redhat.com,https://mvnrepository.com/artifact/io.fabric8/kubernetes-model-autoscaling/5.12.1,https://mvnrepository.com/artifact/io.fabric8/kubernetes-model-autoscaling/5.12.1,Dynamic,Apache License; Version 2.0
kubernetes-model-autoscaling,5.5.0,Red Hat,https://www.apache.org/licenses/LICENSE-2.0,http://redhat.com,https://mvnrepository.com/artifact/io.fabric8/kubernetes-model-autoscaling/5.5.0,https://mvnrepository.com/artifact/io.fabric8/kubernetes-model-autoscaling/5.5.0,Dynamic,Apache License; Version 2.0
kubernetes-model-batch,5.12.1,Red Hat,https://www.apache.org/licenses/LICENSE-2.0,http://redhat.com,https://mvnrepository.com/artifact/io.fabric8/kubernetes-model-batch/5.12.1,https://mvnrepository.com/artifact/io.fabric8/kubernetes-model-batch/5.12.1,Dynamic,Apache License; Version 2.0
kubernetes-model-batch,5.5.0,Red Hat,https://www.apache.org/licenses/LICENSE-2.0,http://redhat.com,https://mvnrepository.com/artifact/io.fabric8/kubernetes-model-batch/5.5.0,https://mvnrepository.com/artifact/io.fabric8/kubernetes-model-batch/5.5.0,Dynamic,Apache License; Version 2.0
kubernetes-model-certificates,5.12.1,Red Hat,https://www.apache.org/licenses/LICENSE-2.0,http://redhat.com,https://mvnrepository.com/artifact/io.fabric8/kubernetes-model-certificates/5.12.1,https://mvnrepository.com/artifact/io.fabric8/kubernetes-model-certificates/5.12.1,Dynamic,Apache License; Version 2.0
kubernetes-model-certificates,5.5.0,Red Hat,https://www.apache.org/licenses/LICENSE-2.0,http://redhat.com,https://mvnrepository.com/artifact/io.fabric8/kubernetes-model-certificates/5.5.0,https://mvnrepository.com/artifact/io.fabric8/kubernetes-model-certificates/5.5.0,Dynamic,Apache License; Version 2.0
kubernetes-model-common,5.12.1,Red Hat,https://www.apache.org/licenses/LICENSE-2.0,http://redhat.com,https://mvnrepository.com/artifact/io.fabric8/kubernetes-model-common/5.12.1,https://mvnrepository.com/artifact/io.fabric8/kubernetes-model-common/5.12.1,Dynamic,Apache License; Version 2.0
kubernetes-model-common,5.5.0,Red Hat,https://www.apache.org/licenses/LICENSE-2.0,http://redhat.com,https://mvnrepository.com/artifact/io.fabric8/kubernetes-model-common/5.5.0,https://mvnrepository.com/artifact/io.fabric8/kubernetes-model-common/5.5.0,Dynamic,Apache License; Version 2.0
kubernetes-model-coordination,5.12.1,Red Hat,https://www.apache.org/licenses/LICENSE-2.0,http://redhat.com,https://mvnrepository.com/artifact/io.fabric8/kubernetes-model-coordination/5.12.1,https://mvnrepository.com/artifact/io.fabric8/kubernetes-model-coordination/5.12.1,Dynamic,Apache License; Version 2.0
kubernetes-model-coordination,5.5.0,Red Hat,https://www.apache.org/licenses/LICENSE-2.0,http://redhat.com,https://mvnrepository.com/artifact/io.fabric8/kubernetes-model-coordination/5.5.0,https://mvnrepository.com/artifact/io.fabric8/kubernetes-model-coordination/5.5.0,Dynamic,Apache License; Version 2.0
kubernetes-model-core,5.12.1,Red Hat,https://www.apache.org/licenses/LICENSE-2.0,http://redhat.com,https://mvnrepository.com/artifact/io.fabric8/kubernetes-model-core/5.12.1,https://mvnrepository.com/artifact/io.fabric8/kubernetes-model-core/5.12.1,Dynamic,Apache License; Version 2.0
kubernetes-model-core,5.5.0,Red Hat,https://www.apache.org/licenses/LICENSE-2.0,http://redhat.com,https://mvnrepository.com/artifact/io.fabric8/kubernetes-model-core/5.5.0,https://mvnrepository.com/artifact/io.fabric8/kubernetes-model-core/5.5.0,Dynamic,Apache License; Version 2.0
kubernetes-model-discovery,5.12.1,Red Hat,https://www.apache.org/licenses/LICENSE-2.0,http://redhat.com,https://mvnrepository.com/artifact/io.fabric8/kubernetes-model-discovery/5.12.1,https://mvnrepository.com/artifact/io.fabric8/kubernetes-model-discovery/5.12.1,Dynamic,Apache License; Version 2.0
kubernetes-model-discovery,5.5.0,Red Hat,https://www.apache.org/licenses/LICENSE-2.0,http://redhat.com,https://mvnrepository.com/artifact/io.fabric8/kubernetes-model-discovery/5.5.0,https://mvnrepository.com/artifact/io.fabric8/kubernetes-model-discovery/5.5.0,Dynamic,Apache License; Version 2.0
kubernetes-model-events,5.12.1,Red Hat,https://www.apache.org/licenses/LICENSE-2.0,http://redhat.com,https://mvnrepository.com/artifact/io.fabric8/kubernetes-model-events/5.12.1,https://mvnrepository.com/artifact/io.fabric8/kubernetes-model-events/5.12.1,Dynamic,Apache License; Version 2.0
kubernetes-model-events,5.5.0,Red Hat,https://www.apache.org/licenses/LICENSE-2.0,http://redhat.com,https://mvnrepository.com/artifact/io.fabric8/kubernetes-model-events/5.5.0,https://mvnrepository.com/artifact/io.fabric8/kubernetes-model-events/5.5.0,Dynamic,Apache License; Version 2.0
kubernetes-model-extensions,5.12.1,Red Hat,https://www.apache.org/licenses/LICENSE-2.0,http://redhat.com,https://mvnrepository.com/artifact/io.fabric8/kubernetes-model-extensions/5.12.1,https://mvnrepository.com/artifact/io.fabric8/kubernetes-model-extensions/5.12.1,Dynamic,Apache License; Version 2.0
kubernetes-model-extensions,5.5.0,Red Hat,https://www.apache.org/licenses/LICENSE-2.0,http://redhat.com,https://mvnrepository.com/artifact/io.fabric8/kubernetes-model-extensions/5.5.0,https://mvnrepository.com/artifact/io.fabric8/kubernetes-model-extensions/5.5.0,Dynamic,Apache License; Version 2.0
kubernetes-model-flowcontrol,5.12.1,Red Hat,https://www.apache.org/licenses/LICENSE-2.0,http://redhat.com,https://mvnrepository.com/artifact/io.fabric8/kubernetes-model-flowcontrol/5.12.1,https://mvnrepository.com/artifact/io.fabric8/kubernetes-model-flowcontrol/5.12.1,Dynamic,Apache License; Version 2.0
kubernetes-model-flowcontrol,5.5.0,Red Hat,https://www.apache.org/licenses/LICENSE-2.0,http://redhat.com,https://mvnrepository.com/artifact/io.fabric8/kubernetes-model-flowcontrol/5.5.0,https://mvnrepository.com/artifact/io.fabric8/kubernetes-model-flowcontrol/5.5.0,Dynamic,Apache License; Version 2.0
kubernetes-model-metrics,5.12.1,Red Hat,https://www.apache.org/licenses/LICENSE-2.0,http://redhat.com,https://mvnrepository.com/artifact/io.fabric8/kubernetes-model-metrics/5.12.1,https://mvnrepository.com/artifact/io.fabric8/kubernetes-model-metrics/5.12.1,Dynamic,Apache License; Version 2.0
kubernetes-model-metrics,5.5.0,Red Hat,https://www.apache.org/licenses/LICENSE-2.0,http://redhat.com,https://mvnrepository.com/artifact/io.fabric8/kubernetes-model-metrics/5.5.0,https://mvnrepository.com/artifact/io.fabric8/kubernetes-model-metrics/5.5.0,Dynamic,Apache License; Version 2.0
kubernetes-model-networking,5.12.1,Red Hat,https://www.apache.org/licenses/LICENSE-2.0,http://redhat.com,https://mvnrepository.com/artifact/io.fabric8/kubernetes-model-networking/5.12.1,https://mvnrepository.com/artifact/io.fabric8/kubernetes-model-networking/5.12.1,Dynamic,Apache License; Version 2.0
kubernetes-model-networking,5.5.0,Red Hat,https://www.apache.org/licenses/LICENSE-2.0,http://redhat.com,https://mvnrepository.com/artifact/io.fabric8/kubernetes-model-networking/5.5.0,https://mvnrepository.com/artifact/io.fabric8/kubernetes-model-networking/5.5.0,Dynamic,Apache License; Version 2.0
kubernetes-model-node,5.12.1,Red Hat,https://www.apache.org/licenses/LICENSE-2.0,http://redhat.com,https://mvnrepository.com/artifact/io.fabric8/kubernetes-model-node/5.12.1,https://mvnrepository.com/artifact/io.fabric8/kubernetes-model-node/5.12.1,Dynamic,Apache License; Version 2.0
kubernetes-model-node,5.5.0,Red Hat,https://www.apache.org/licenses/LICENSE-2.0,http://redhat.com,https://mvnrepository.com/artifact/io.fabric8/kubernetes-model-node/5.5.0,https://mvnrepository.com/artifact/io.fabric8/kubernetes-model-node/5.5.0,Dynamic,Apache License; Version 2.0
kubernetes-model-policy,5.12.1,Red Hat,https://www.apache.org/licenses/LICENSE-2.0,http://redhat.com,https://mvnrepository.com/artifact/io.fabric8/kubernetes-model-policy/5.12.1,https://mvnrepository.com/artifact/io.fabric8/kubernetes-model-policy/5.12.1,Dynamic,Apache License; Version 2.0
kubernetes-model-policy,5.5.0,Red Hat,https://www.apache.org/licenses/LICENSE-2.0,http://redhat.com,https://mvnrepository.com/artifact/io.fabric8/kubernetes-model-policy/5.5.0,https://mvnrepository.com/artifact/io.fabric8/kubernetes-model-policy/5.5.0,Dynamic,Apache License; Version 2.0
kubernetes-model-rbac,5.12.1,Red Hat,https://www.apache.org/licenses/LICENSE-2.0,http://redhat.com,https://mvnrepository.com/artifact/io.fabric8/kubernetes-model-rbac/5.12.1,https://mvnrepository.com/artifact/io.fabric8/kubernetes-model-rbac/5.12.1,Dynamic,Apache License; Version 2.0
kubernetes-model-rbac,5.5.0,Red Hat,https://www.apache.org/licenses/LICENSE-2.0,http://redhat.com,https://mvnrepository.com/artifact/io.fabric8/kubernetes-model-rbac/5.5.0,https://mvnrepository.com/artifact/io.fabric8/kubernetes-model-rbac/5.5.0,Dynamic,Apache License; Version 2.0
kubernetes-model-scheduling,5.12.1,Red Hat,https://www.apache.org/licenses/LICENSE-2.0,http://redhat.com,https://mvnrepository.com/artifact/io.fabric8/kubernetes-model-scheduling/5.12.1,https://mvnrepository.com/artifact/io.fabric8/kubernetes-model-scheduling/5.12.1,Dynamic,Apache License; Version 2.0
kubernetes-model-scheduling,5.5.0,Red Hat,https://www.apache.org/licenses/LICENSE-2.0,http://redhat.com,https://mvnrepository.com/artifact/io.fabric8/kubernetes-model-scheduling/5.5.0,https://mvnrepository.com/artifact/io.fabric8/kubernetes-model-scheduling/5.5.0,Dynamic,Apache License; Version 2.0
kubernetes-model-storageclass,5.12.1,Red Hat,https://www.apache.org/licenses/LICENSE-2.0,http://redhat.com,https://mvnrepository.com/artifact/io.fabric8/kubernetes-model-storageclass/5.12.1,https://mvnrepository.com/artifact/io.fabric8/kubernetes-model-storageclass/5.12.1,Dynamic,Apache License; Version 2.0
kubernetes-model-storageclass,5.5.0,Red Hat,https://www.apache.org/licenses/LICENSE-2.0,http://redhat.com,https://mvnrepository.com/artifact/io.fabric8/kubernetes-model-storageclass/5.5.0,https://mvnrepository.com/artifact/io.fabric8/kubernetes-model-storageclass/5.5.0,Dynamic,Apache License; Version 2.0
zjsonpatch,0.3.0,,https://www.apache.org/licenses/LICENSE-2.0,https://github.com/fabric8io/zjsonpatch/,https://mvnrepository.com/artifact/io.fabric8/zjsonpatch/0.3.0,https://mvnrepository.com/artifact/io.fabric8/zjsonpatch/0.3.0,Dynamic,Apache License; Version 2.0
jakarta.activation-api,1.2.2,Eclipse Foundation,https://openjdk.java.net/legal/gplv2+ce.html,https://www.eclipse.org,https://mvnrepository.com/artifact/jakarta.activation/jakarta.activation-api/1.2.2,https://mvnrepository.com/artifact/jakarta.activation/jakarta.activation-api/1.2.2,Dynamic,GNU GENERAL PUBLIC LICENSE; Version 2 + Classpath Exception
jakarta.annotation-api,1.3.5,Eclipse Foundation,https://openjdk.java.net/legal/gplv2+ce.html,https://www.eclipse.org,https://mvnrepository.com/artifact/jakarta.annotation/jakarta.annotation-api/1.3.5,https://mvnrepository.com/artifact/jakarta.annotation/jakarta.annotation-api/1.3.5,Dynamic,GNU GENERAL PUBLIC LICENSE; Version 2 + Classpath Exception
jakarta.validation-api,2.0.2,Eclipse Foundation,https://openjdk.java.net/legal/gplv2+ce.html,https://www.eclipse.org,https://mvnrepository.com/artifact/jakarta.validation/jakarta.validation-api/2.0.2,https://mvnrepository.com/artifact/jakarta.validation/jakarta.validation-api/2.0.2,Dynamic,GNU GENERAL PUBLIC LICENSE; Version 2 + Classpath Exception
jakarta.ws.rs-api,2.1.6,Eclipse Foundation,https://openjdk.java.net/legal/gplv2+ce.html,https://www.eclipse.org/org/foundation/,https://mvnrepository.com/artifact/jakarta.ws.rs/jakarta.ws.rs-api/2.1.6,https://mvnrepository.com/artifact/jakarta.ws.rs/jakarta.ws.rs-api/2.1.6,Dynamic,GNU GENERAL PUBLIC LICENSE; Version 2 + Classpath Exception
jakarta.xml.bind-api,2.3.3,Eclipse Foundation,https://openjdk.java.net/legal/gplv2+ce.html,https://www.eclipse.org,https://mvnrepository.com/artifact/jakarta.xml.bind/jakarta.xml.bind-api/2.3.3,https://mvnrepository.com/artifact/jakarta.xml.bind/jakarta.xml.bind-api/2.3.3,Dynamic,GNU GENERAL PUBLIC LICENSE; Version 2 + Classpath Exception
javax.annotation-api,1.3.2,GlassFish Community,https://oss.oracle.com/licenses/CDDL,https://javaee.github.io/glassfish,https://mvnrepository.com/artifact/javax.annotation/javax.annotation-api/1.3.2,https://mvnrepository.com/artifact/javax.annotation/javax.annotation-api/1.3.2,Dynamic,COMMON DEVELOPMENT AND DISTRIBUTION LICENSE (CDDL) Version 1.0
javax.inject,1,,https://www.apache.org/licenses/LICENSE-2.0,http://code.google.com/p/atinject/,https://mvnrepository.com/artifact/javax.inject/javax.inject/1,https://mvnrepository.com/artifact/javax.inject/javax.inject/1,Dynamic,Apache License; Version 2.0
javax.servlet-api,4.0.1,GlassFish Community,https://oss.oracle.com/licenses/CDDL-1.1,https://javaee.github.io/servlet-spec/,https://mvnrepository.com/artifact/javax.servlet/javax.servlet-api/4.0.1,https://mvnrepository.com/artifact/javax.servlet/javax.servlet-api/4.0.1,Dynamic,COMMON DEVELOPMENT AND DISTRIBUTION LICENSE (CDDL) Version 1.1
javax.ws.rs-api,2.1.1,Eclipse Foundation,https://openjdk.java.net/legal/gplv2+ce.html,https://www.eclipse.org/org/foundation/,https://mvnrepository.com/artifact/javax.ws.rs/javax.ws.rs-api/2.1.1,https://mvnrepository.com/artifact/javax.ws.rs/javax.ws.rs-api/2.1.1,Dynamic,GNU GENERAL PUBLIC LICENSE; Version 2 + Classpath Exception
commons-compress,1.21,The Apache Software Foundation,https://www.apache.org/licenses/LICENSE-2.0,https://commons.apache.org/proper/commons-compress/,https://mvnrepository.com/artifact/org.apache.commons/commons-compress/1.21,https://mvnrepository.com/artifact/org.apache.commons/commons-compress/1.21,Dynamic,Apache License; Version 2.0
commons-lang3,3.12.0,The Apache Software Foundation,https://www.apache.org/licenses/LICENSE-2.0,https://commons.apache.org/proper/commons-lang/,https://mvnrepository.com/artifact/org.apache.commons/commons-lang3/3.12.0,https://mvnrepository.com/artifact/org.apache.commons/commons-lang3/3.12.0,Dynamic,Apache License; Version 2.0
commons-math3,3.5,The Apache Software Foundation,https://www.apache.org/licenses/LICENSE-2.0,http://commons.apache.org/proper/commons-math/,https://mvnrepository.com/artifact/org.apache.commons/commons-math3/3.5,https://mvnrepository.com/artifact/org.apache.commons/commons-math3/3.5,Dynamic,Apache License; Version 2.0
flink-annotations,1.14.3,The Apache Software Foundation,https://www.apache.org/licenses/LICENSE-2.0,,https://mvnrepository.com/artifact/org.apache.flink/flink-annotations/1.14.3,https://mvnrepository.com/artifact/org.apache.flink/flink-annotations/1.14.3,Dynamic,Apache License; Version 2.0
flink-clients_2.12,1.14.3,The Apache Software Foundation,https://www.apache.org/licenses/LICENSE-2.0,,https://mvnrepository.com/artifact/org.apache.flink/flink-clients_2.12/1.14.3,https://mvnrepository.com/artifact/org.apache.flink/flink-clients_2.12/1.14.3,Dynamic,Apache License; Version 2.0
flink-core,1.14.3,The Apache Software Foundation,https://www.apache.org/licenses/LICENSE-2.0,,https://mvnrepository.com/artifact/org.apache.flink/flink-core/1.14.3,https://mvnrepository.com/artifact/org.apache.flink/flink-core/1.14.3,Dynamic,Apache License; Version 2.0
flink-file-sink-common,1.14.3,The Apache Software Foundation,https://www.apache.org/licenses/LICENSE-2.0,,https://mvnrepository.com/artifact/org.apache.flink/flink-file-sink-common/1.14.3,https://mvnrepository.com/artifact/org.apache.flink/flink-file-sink-common/1.14.3,Dynamic,Apache License; Version 2.0
flink-hadoop-fs,1.14.3,The Apache Software Foundation,https://www.apache.org/licenses/LICENSE-2.0,,https://mvnrepository.com/artifact/org.apache.flink/flink-hadoop-fs/1.14.3,https://mvnrepository.com/artifact/org.apache.flink/flink-hadoop-fs/1.14.3,Dynamic,Apache License; Version 2.0
flink-java,1.14.3,The Apache Software Foundation,https://www.apache.org/licenses/LICENSE-2.0,,https://mvnrepository.com/artifact/org.apache.flink/flink-java/1.14.3,https://mvnrepository.com/artifact/org.apache.flink/flink-java/1.14.3,Dynamic,Apache License; Version 2.0
flink-metrics-core,1.14.3,The Apache Software Foundation,https://www.apache.org/licenses/LICENSE-2.0,,https://mvnrepository.com/artifact/org.apache.flink/flink-metrics-core/1.14.3,https://mvnrepository.com/artifact/org.apache.flink/flink-metrics-core/1.14.3,Dynamic,Apache License; Version 2.0
flink-optimizer,1.14.3,The Apache Software Foundation,https://www.apache.org/licenses/LICENSE-2.0,,https://mvnrepository.com/artifact/org.apache.flink/flink-optimizer/1.14.3,https://mvnrepository.com/artifact/org.apache.flink/flink-optimizer/1.14.3,Dynamic,Apache License; Version 2.0
flink-queryable-state-client-java,1.14.3,The Apache Software Foundation,https://www.apache.org/licenses/LICENSE-2.0,,https://mvnrepository.com/artifact/org.apache.flink/flink-queryable-state-client-java/1.14.3,https://mvnrepository.com/artifact/org.apache.flink/flink-queryable-state-client-java/1.14.3,Dynamic,Apache License; Version 2.0
flink-rpc-akka-loader,1.14.3,The Apache Software Foundation,null,,https://mvnrepository.com/artifact/org.apache.flink/flink-rpc-akka-loader/1.14.3,https://mvnrepository.com/artifact/org.apache.flink/flink-rpc-akka-loader/1.14.3,Dynamic,PUBLIC DOMAIN
